judge_row_id,source_index,question_id,category,son_department,title,question,reference_answer,model_answer,llm,original_claude_judgement,original_judge_model,status,grok_model,provider_base_url,reasoning_effort,structured_output,grok_score,raw_grok_judgement,grok_usage_json,error_type,error_message,attempted_at_utc,source
5087__gpt_5_1,288,5087,الذكر والتزكية والأخلاق,الدعاء والذكر,التشجيع على الذكر عن طريق وسائل التواصل الاجتماعي,سيدة تملك مجموعة على إحدى وسائل التواصل للتشجيع على ذكر الله تعالى وما شابه كنوع من التحفيز، فطلبت من الجميع أن يرسلوا عدد استغفارهم في اليوم للتحفيز على ذكر الله ، هل يعدّ هذا رياءً؟,أقول وبالله التوفيق: كل ما يدعو لذكر فهو خير، وتذكير الناس بالله من أعظم القربات، وبحثٌ يحتاج إلى تصفية وتنقية وإخلاص، فيمكن أن يُعالج، لكن لا نترك ذكر الله والدعوة له خشية الوقوع في الرياء، والله أعلم.,"الأصل في المسألة عند الحنفية:  

1. **إظهار العمل الصالح جائز إذا سلم من الرياء**  
   - إذا كان قصدها وقصد المشاركات التحفيز والتعاون على الخير، وتقوية الهمة، والاقتداء بالحسَن، **فهذا جائز** ولا يُعدّ رياءً، بل قد يكون فيه أجران: أجر الذكر، وأجر إعانة غيرها عليه.  
   - قال الفقهاء: إظهار الطاعة إذا كان فيه ترغيب للناس في الخير لا بأس به ما لم يقصد به المباهاة والسمعة.

2. **الميزان هو النيّة**  
   - إن كان في قلبها أو قلوب المشاركات ميل إلى أن يَمدحهنّ الناس أو يُنظر إليهنّ على أنهنّ أكثَرُ ذِكرًا، فهنا يدخل الرياء، ويَنقُص الأجر، وقد يُبطله إن غلب قصد الخلق على قصد الله.  
   - أمّا إذا راودها شيء من الإعجاب أو حبّ المدح فدافَعَته وكرهته في نفسها ولم تبنِ عليه قصدًا، فلا يضرّها ما دام الأصل إرادة وجه الله.

3. **الأفضل في حقّ من يخاف على نفسه الرياء**  
   - عند الحنفية: إخفاء النوافل والذكر أفضل لمن خشي على نفسه الرياء.  
   - فمَن وجدت من نفسها تأثّرًا بالمدح، أو أنها لا تذكر الله إلا إذا أرسلت العدد، فالأفضل لها أن تُخفي عملها، أو تُرسل صيغًا عامة للتحفيز دون تعيين عددها هي.

**الخلاصة:**  
طلب عدد الأذكار للتحفيز **ليس رياءً في نفسه**، بل هو مباح، وقد يكون مستحبًّا إذا تحقق به الترغيب في الطاعة، بشرط سلامة النيّة من طلب الثناء والسمعة. ومن خافت على نفسها الرياء فالأفضل لها الإخفاء وعدم إعلان عدد استغفارها.",gpt-5.1,0,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 928, ""prompt_tokens"": 1303, ""total_tokens"": 2231, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 919, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00381435, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00381435, ""upstream_inference_prompt_cost"": 0.00149435, ""upstream_inference_completions_cost"": 0.00232}}",,,2026-05-07T09:59:20.593332+00:00,api
9553__gemini_2_5_flash,291,9553,الذكر والتزكية والأخلاق,العلاقات الزوجية,حق المرأة في الذهب الذي أعطته لزوجها,امراة وضعت ذهبها حتى يخرج زوجها من السجن، وبعد سنة طالبت به وهي نادمة لأنها أعطته ذهبها، فهل من حقها طلب هذا الذهب؟,أقول وبالله التوفيق: يجوز لها مطالبته به؛ لأنها كانت كالمقرضة له من إجل الخروج من السجن، ويلزم عليه دفع الذهب لها، والله أعلم.,"في فقه الحنفية، إذا وضعت المرأة ذهبها لغرض إخراج زوجها من السجن، وتم قبض الذهب واستخدامه لذلك الغرض، فإن ذلك يعتبر هبةً تامة. والهبة بعد قبضها لا يملك الواهب حق الرجوع فيها، حتى وإن ندم لاحقًا، إلا في حالات استثنائية محددة لا تنطبق هنا (مثل هبة الأب لولده).

وعليه، فليس من حقها المطالبة بالذهب بعد أن تم قبضه واستخدامه في الغرض المتفق عليه، ما لم يكن هناك اتفاق صريح وقت الإعطاء على أنه قرض واجب السداد، أو وديعة قابلة للاسترداد. وفي غياب مثل هذا الاتفاق، فالأصل أنه هبة لا يجوز الرجوع فيها.",gemini-2.5-flash,"{""Correctness"": ""No"", ""Rating"": -1}",claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,-1.0,"{
  ""rating"": -1
}","{""completion_tokens"": 388, ""prompt_tokens"": 848, ""total_tokens"": 1236, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 379, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0018956, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0018956, ""upstream_inference_prompt_cost"": 0.0009256, ""upstream_inference_completions_cost"": 0.00097}}",,,2026-05-07T09:59:33.092014+00:00,api
9553__gpt_5_1,290,9553,الذكر والتزكية والأخلاق,العلاقات الزوجية,حق المرأة في الذهب الذي أعطته لزوجها,امراة وضعت ذهبها حتى يخرج زوجها من السجن، وبعد سنة طالبت به وهي نادمة لأنها أعطته ذهبها، فهل من حقها طلب هذا الذهب؟,أقول وبالله التوفيق: يجوز لها مطالبته به؛ لأنها كانت كالمقرضة له من إجل الخروج من السجن، ويلزم عليه دفع الذهب لها، والله أعلم.,"الحكم في المذهب الحنفي يتوقف على كيفية تمليك هذا الذهب وحقيقتها:

1. **إن كانت أعطت الذهب لزوجها على سبيل القَرْض**  
   - أي في نيتها واتفاقهما أنه مجرّد مالٌ تعطيه له ليقضي به حاجته ثم يَرُدُّه لها بعد ذلك.  
   - في هذه الحالة يكون الذهب **دينًا في ذمّة الزوج**، ويجب عليه شرعًا أن يَرُدَّ لها مثلَه (وزنًا ونوعًا)، ولو بعد سنة أو أكثر، ولها المطالبة به.

2. **إن كانت أعطته له على سبيل الهِبَة (الهدية) بلا شرط رجوع**  
   - وهبته ذهبها ليفكّ به سجنه، وهو قَبَضَ هذا الذهب وتصرف فيه.  
   - الهبة للزوج صحيحة، لكن في المذهب الحنفي **للواهب حقُّ الرجوع في الهبة** إذا:
     - كانت عين الذهب ما زالت موجودة عند الزوج،
     - ولم تُستهلك، ولم تُبع، ولم تنتقل لغيره،
     - ولم يوجد مانع من موانع الرجوع.  
   - فإن كان الذهب ما زال موجودًا بعينه عنده، فلها أن تطلب الرجوع في الهبة، فيلزم ردّه عند القضاء.  
   - أمّا إن كان الذهب قد دُفع للغير لفك السجن، أو بيع، أو استُهلك، فـ**لا حقَّ لها في عينه** بعد ذلك، ولا تُجبَر ذمّة الزوج بقيمته لمجرّد ندمها، ما دامت وهبته له حقيقةً لا على وجه القرض.

**الخلاصة:**  
- إن كانت نيتُها واتفاقُهما أنه **قرض**: فلها المطالبة بالذهب أو بقيمته، وهو دين على الزوج.  
- وإن كانت **هبة محضة** وقد استُهلك الذهب أو خرج من يد الزوج: فلا حقّ لها في طلبه شرعًا، والندم لا يُنشئ لها حقًّا بعد تمام التمليك.",gpt-5.1,0,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,0.0,"{
  ""rating"": 0
}","{""completion_tokens"": 1024, ""prompt_tokens"": 1261, ""total_tokens"": 2285, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1015, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00400185, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00400185, ""upstream_inference_prompt_cost"": 0.00144185, ""upstream_inference_completions_cost"": 0.00256}}",,,2026-05-07T09:59:28.170671+00:00,api
7957__gpt_5_1,292,7957,الذكر والتزكية والأخلاق,العلاقات الزوجية,المداعبة بين الزوجين,هل المداعبة بين الزوجين دون الجماع يحتاج الطهارة منها والاستحمام؟,أقول وبالله التوفيق: لا يجب الغسل إلا بالجماع أو الإنزال بالمداعبة أو الاحتلام، فإن حصلت المداعبة بلا انزال للمني يكفي الوضوء، والله أعلم.,"في المذهب الحنفي:

1. **المداعبة دون خروج منيٍّ**  
   - إن كانت مجرد لمس، تقبيل، ضمّ… ولم يخرج شيء:  
     - **لا يجب الغُسل**.  
     - **ولا ينتقض الوضوء** لمجرد اللمس؛ فمجرّد لمس الزوجة لا ينقض الوضوء عند الحنفية.

2. **إن خرج منيٌّ بلذّة** أثناء المداعبة ولو بلا جماع:  
   - **يجب الغُسل**؛ لأن موجِب الغسل هو خروج المني بشهوة ولو من غير جماع.

3. **إن خرج مذي (سائل رقيق لزج يخرج عند التفكير أو المداعبة)**:  
   - **لا يجب الغُسل**.  
   - لكن **يبطل الوضوء** ويجب غسل ما أصاب البدن والثوب منه.

إذن:  
- المداعبة وحدها لا توجب غسلاً ولا وضوءًا.  
- الغسل يجب بخروج المني فقط.  
- الوضوء ينتقض بخروج المذي لا بمجرد اللمس.",gpt-5.1,0,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 1550, ""prompt_tokens"": 911, ""total_tokens"": 2461, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1541, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00487935, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00487935, ""upstream_inference_prompt_cost"": 0.00100435, ""upstream_inference_completions_cost"": 0.003875}}",,,2026-05-07T09:59:38.041282+00:00,api
2988__gpt_5_1,294,2988,الذكر والتزكية والأخلاق,التوبة,صحة تساقط ذنوب المسلم عند الركوع والسجود,هل صحيح أن ذنوب المصلي تتساقط عند الركوع والسجود؟,أقول وبالله التوفيق: المعروف أن الصلاة للصلاة كفارة لما بينهما، وهذا فيما يتعلق بالصغائر، والله أعلم.,"نعم، وردت نصوصٌ بمعنى تساقُط الذنوب عند الوضوء والصلاة والركوع والسجود، لكن فهمها عند فقهاء الحنفية يكون على وجه **المجاز والمعنى الشرعي** لا على ظاهر الحسّ.

**أولًا: معنى “تساقط الذنوب” عند الحنفية**  
- المقصود: أن الله تعالى **يغفر الذنوب الصغائر** بسبب الصلاة الخاشعة المستوفية للشروط والأركان، فيُعبَّر عن ذلك بتساقط الذنوب كما يتساقط الورق.  
- ليس المعنى أن الذنوب تسقط حسيًّا من الجسد عند الركوع أو السجود.

**ثانيًا: ما الذي تُكفِّره الصلاة؟**  
- عند الحنفية:  
  - **الصغائر**: تُرجى مغفرتها بالوضوء والصلاة والجمعة ورمضان ونحو ذلك من الطاعات.  
  - **الكبائر**: لا تُكَفَّر بالصلاة وحدها، بل لا بُدَّ من **توبةٍ نصوح** مستوفية لشروطها (الإقلاع، الندم، العزم على عدم العود، وردّ المظالم).

**الخلاصة:**  
العبارة صحيحة في **المعنى الإجمالي**: الصلاة مع الخشوع سبب لمغفرة الذنوب الصغائر، ويُعبَّر عن ذلك بتساقُط الذنوب في الركوع والسجود، لكنها **ليست على ظاهرها الحسي**، ولا تشمل الكبائر إلا مع التوبة.",gpt-5.1,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,0.0,"{
  ""rating"": 0
}","{""completion_tokens"": 1098, ""prompt_tokens"": 1035, ""total_tokens"": 2133, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1089, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00390435, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00390435, ""upstream_inference_prompt_cost"": 0.00115935, ""upstream_inference_completions_cost"": 0.002745}}",,,2026-05-07T09:59:46.509179+00:00,api
7957__gemini_2_5_flash,293,7957,الذكر والتزكية والأخلاق,العلاقات الزوجية,المداعبة بين الزوجين,هل المداعبة بين الزوجين دون الجماع يحتاج الطهارة منها والاستحمام؟,أقول وبالله التوفيق: لا يجب الغسل إلا بالجماع أو الإنزال بالمداعبة أو الاحتلام، فإن حصلت المداعبة بلا انزال للمني يكفي الوضوء، والله أعلم.,"المداعبة بين الزوجين دون إيلاج أو إنزال للمني بشهوة، لا توجب الغسل.

وإنما يجب الغسل بأحد أمرين:
1.  **إنزال المني بشهوة:** سواء كان ذلك بالجماع أو بالمداعبة أو بالاحتلام، إذا خرج المني (السائل الأبيض الثخين).
2.  **إيلاج الحشفة:** أي دخول رأس الذكر في الفرج، وإن لم يحدث إنزال للمني.

أما إذا خرج المذي (السائل الرقيق الأبيض الذي يخرج عند الملاعبة والشهوة الخفيفة)، فإنه يوجب الوضوء فقط، ويلزم تطهير موضعه.

**ملخص:** لا يجب الغسل إلا بإنزال المني بشهوة أو إيلاج الحشفة. فإن لم يحدث هذا ولا ذاك، فلا غسل ولا وضوء (إلا إذا خرج المذي فيجب الوضوء).",gemini-2.5-flash,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 2055, ""prompt_tokens"": 870, ""total_tokens"": 2925, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 2046, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 448, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0057546, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0057546, ""upstream_inference_prompt_cost"": 0.0006171, ""upstream_inference_completions_cost"": 0.0051375}}",,,2026-05-07T09:59:39.431229+00:00,api
2988__gemini_2_5_flash,295,2988,الذكر والتزكية والأخلاق,التوبة,صحة تساقط ذنوب المسلم عند الركوع والسجود,هل صحيح أن ذنوب المصلي تتساقط عند الركوع والسجود؟,أقول وبالله التوفيق: المعروف أن الصلاة للصلاة كفارة لما بينهما، وهذا فيما يتعلق بالصغائر، والله أعلم.,"نعم، هذا صحيح وقد ورد في السنة النبوية ما يدل على ذلك.

فعن أبي هريرة رضي الله عنه أن النبي صلى الله عليه وسلم قال: ""إذا قام العبد يصلي أُتي بذنوبه كلها فوضعت على رأسه وعاتقيه، فكلما ركع أو سجد تساقطت عنه"".
(رواه البيهقي في شعب الإيمان).

فالصلاة الخاشعة سبب لتكفير الذنوب وتساقطها بفضل الله تعالى.",gemini-2.5-flash,0,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,-1.0,"{
  ""rating"": -1
}","{""completion_tokens"": 1059, ""prompt_tokens"": 709, ""total_tokens"": 1768, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1050, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00339935, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00339935, ""upstream_inference_prompt_cost"": 0.00075185, ""upstream_inference_completions_cost"": 0.0026475}}",,,2026-05-07T10:00:00.508695+00:00,api
5869__gpt_5_1,296,5869,الذكر والتزكية والأخلاق,قراءة القرآن,قراءة سورة البقرة مع قارئ,عند قراءة سورة البقرة على نية معينة، هل يجوز قراءتها مع مُقرئ؛ خوفًا من الوقوع في اللحن؟ وأيها أفضل قراءتها على جلسة واحدة أم عدّة جلسات؟,أقول وبالله التوفيق: يجوز قراءة القرآن وحدك أو مع قارئ، ولك قراءة البقرة بجلسة أو جلسات على حسب ما يتأتى لك، فكله خير، والله أعلم.,"نجيبك من جهة الفقه الحنفي باختصار:

1. **حكم قراءتها مع مُقرِئ خوفًا من اللحن**  
   - إن كان المقصود أن يقرأ معك مُقرِئ (شيخ أو متقن) فتتابعينه آيةً آية لتتجنّبي اللحن: **فهذا جائز** ولا حرج فيه، بل هو حسن من باب تعلّم القراءة الصحيحة.  
   - أمّا إن كان اللحن الجليّ (الذي يغيّر المعنى) متحقّقًا في قراءتك ولا تقدرين على تصحيحه، فالأولى:  
     - أن تُكثري من **الاستماع** للسورة من قارئ متقن بنية الذكر والبركة.  
     - أو أن يقرأها عنك من يحسن القراءة، خاصة إذا قصدتِ الرقية ودفع الشيطان.  
   - في المذهب الحنفي: الأصل صحة القراءة مع وجود لحنٍ لا يغيّر المعنى، لكنّ **اللحن الذي يُفسد المعنى مذموم** ويُنهى عنه، فيتأكد تعلّم التصحيح.

2. **الأفضل: في جلسة واحدة أم عدّة جلسات؟**  
   - في الفقه الحنفي: **لا يشترط** لفضل سورة البقرة أن تُقرأ في جلسة واحدة، ولا يُشترط لاتّقاء الشياطين ذلك.  
   - يجوز قراءتها على **عدّة جلسات**، بل يُندَب اختيار الهيئة الأرفق بالقلب والبدن ما دام لا يورِث كسلًا وقطيعة.  
   - الأفضل في حقّك:  
     - ما كان **أخشع وأثبت وأدوَم**؛ فإن استطعتِ في جلسة واحدة بلا مشقة شديدة فهو خير،  
     - وإلا فقراءتها على مراحل مع حضور قلبٍ أحسن من تعجيلها في جلسة واحدة مع تعب وشرود.

الخلاصة:  
- **يجوز** قراءتها مع مُقرِئ لتجنّب اللحن، وهذا حسن.  
- لا يجب توحيدها في جلسة واحدة؛ بل **الأفضل ما كان أيسر عليك وأقرب للخشوع والاستمرار**، سواء جلسة واحدة أو عدّة جلسات.",gpt-5.1,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 693, ""prompt_tokens"": 1312, ""total_tokens"": 2005, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 684, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0032381, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0032381, ""upstream_inference_prompt_cost"": 0.0015056, ""upstream_inference_completions_cost"": 0.0017325}}",,,2026-05-07T10:00:11.455079+00:00,api
5901__gemini_2_5_flash,299,5901,الذكر والتزكية والأخلاق,تزكية النفس وأمراضها,أفضل عبادة في الثلث الأخير من الليل,ما العبادة الأفضل في قيام الليل بعد الصلاة، قراءة القرآن، أم الاستغفار والتسبيح؟,أقول وبالله التوفيق: الأفضل قراءة القرآن، وكله خير، والله أعلم.,"وفقاً للمذهب الحنفي، فإن أفضل العبادات بعد الصلاة في قيام الليل هو **قراءة القرآن الكريم**.

ذلك لأن القرآن كلام الله تعالى، وتلاوته عبادة ذات فضل عظيم، ويُثاب عليها العبد بكل حرف. ورغم فضل الاستغفار والتسبيح وثوابهما الجزيل، إلا أن تلاوة القرآن تتقدم عليهما في الأفضلية عموماً.",gemini-2.5-flash,"Based on semantic analysis:

**Correctness:** Yes

**Rating:** 1

Both answers convey the identical core meaning: **reading the Quran is the best/preferred action**. While Answer B provides additional context (Hanafi school, comparison with other acts, theological reasoning) and Answer A is more concise with humble expressions, they fundamentally agree on the same conclusion without any contradiction.",claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 580, ""prompt_tokens"": 687, ""total_tokens"": 1267, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 571, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00217435, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00217435, ""upstream_inference_prompt_cost"": 0.00072435, ""upstream_inference_completions_cost"": 0.00145}}",,,2026-05-07T10:00:27.784248+00:00,api
5869__gemini_2_5_flash,297,5869,الذكر والتزكية والأخلاق,قراءة القرآن,قراءة سورة البقرة مع قارئ,عند قراءة سورة البقرة على نية معينة، هل يجوز قراءتها مع مُقرئ؛ خوفًا من الوقوع في اللحن؟ وأيها أفضل قراءتها على جلسة واحدة أم عدّة جلسات؟,أقول وبالله التوفيق: يجوز قراءة القرآن وحدك أو مع قارئ، ولك قراءة البقرة بجلسة أو جلسات على حسب ما يتأتى لك، فكله خير، والله أعلم.,"وعليكم السلام ورحمة الله وبركاته،

**بخصوص قراءة سورة البقرة مع مُقرئ:**
نعم، يجوز بل يُستحب القراءة مع مقرئ خشية الوقوع في اللحن، فذلك من باب تصحيح التلاوة وتعلم أحكام التجويد، وهو أمر مرغوب فيه شرعًا ويُعين على إتقان التلاوة.

**بخصوص الأفضلية بين القراءة في جلسة واحدة أو عدة جلسات:**
كلاهما جائز شرعًا، ولا يوجد نص في الفقه الحنفي يفضل أحدهما على الآخر تفضيلًا حتميًا. والأمر يرجع لما يريح القارئ ويساعده على التدبر والخشوع، ويضمن له صحة التلاوة. فمن استطاع إتمامها في جلسة واحدة من غير مشقة مع المحافظة على التركيز والتدبر فذلك حسن، وإن قسمها على جلسات كان ذلك جائزًا ولا ينقص من الأجر شيئًا إن شاء الله تعالى.

والله تعالى أعلم.",gemini-2.5-flash,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 1307, ""prompt_tokens"": 938, ""total_tokens"": 2245, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1298, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0043056, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0043056, ""upstream_inference_prompt_cost"": 0.0010381, ""upstream_inference_completions_cost"": 0.0032675}}",,,2026-05-07T10:00:12.366769+00:00,api
5901__gpt_5_1,298,5901,الذكر والتزكية والأخلاق,تزكية النفس وأمراضها,أفضل عبادة في الثلث الأخير من الليل,ما العبادة الأفضل في قيام الليل بعد الصلاة، قراءة القرآن، أم الاستغفار والتسبيح؟,أقول وبالله التوفيق: الأفضل قراءة القرآن، وكله خير، والله أعلم.,"في المذهب الحنفي:

- **الأفضل في قيام الليل بعد الصلاة هو قراءة القرآن** لمن كان يفهم ما يقرأ ويخشع قلبه؛ لأن تلاوة القرآن هي أشرف الأذكار، وقيام الليل في أصله شُرِع لأجلها:  
  > *﴿يَا أَيُّهَا الْمُزَّمِّلُ ۝ قُمِ اللَّيْلَ إِلَّا قَلِيلًا … وَرَتِّلِ الْقُرْآنَ تَرْتِيلًا﴾*.

- أمّا **الاستغفار والتسبيح وسائر الأذكار** فهي عظيمة الأجر، وتكون:
  - أفضل لمن لا يحسن التلاوة أو لا يتدبّر.
  - أو إذا كان قلبه يحضر في الذكر أكثر من التلاوة.

- وعند الحنفية:  
  **الأكمل** أن يجمع بين الأمرين:
  صلاةٌ مع تلاوة، ثم ذكرٌ واستغفار، بحسب ما يحيي القلب ويحصل به الخشوع.",gpt-5.1,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,0.0,"{
  ""rating"": 0
}","{""completion_tokens"": 1067, ""prompt_tokens"": 881, ""total_tokens"": 1948, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1058, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 448, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00329835, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00329835, ""upstream_inference_prompt_cost"": 0.00063085, ""upstream_inference_completions_cost"": 0.0026675}}",,,2026-05-07T10:00:21.673941+00:00,api
2830__gpt_5_1,300,2830,الذكر والتزكية والأخلاق,قراءة القرآن,الأفضلية بين سماع القرآن وقراءته,هل أجر سماع سورة البقرة كأجر قراءتها، وإن لم يتم الترديد مع القاريء؟,أقول وبالله التوفيق: أجر السماع كأجر القراءة إن كان فيه تأمل وتدبر، والله أعلم.,"الجواب باختصار في المذهب الحنفي:

1. **ثواب القراءة غير ثواب السماع**  
   الأحاديث الواردة في أن لكل حرف عشر حسنات إنما هي في **القراءة باللسان**، أي بتحريك اللسان وخروج الحروف، لا مجرد الاستماع.  
   لذلك: ثواب من يقرأ سورة البقرة بنفسه أعظم وأكمل من ثواب من يكتفي بسماعها فقط.

2. **فضل السماع حاضرٌ أيضاً**  
   السماع مع الإنصات والتدبر له أجر عظيم؛ لأن فيه:
   - امتثالاً لقوله تعالى:  
     *﴿وَإِذَا قُرِئَ الْقُرْآنُ فَاسْتَمِعُوا لَهُ وَأَنْصِتُوا﴾*  
   - وتعظيماً لكلام الله، وهذا مثابٌ عليه قطعاً، لكن **لا يساوي** ثواب القراءة حرفاً حرفاً.

3. **حكم من يردد مع القارئ**  
   إن كرّر السامع مع القارئ بتحريك لسانه بحيث يُعَدّ قارئاً، نال ثواب القراءة إن شاء الله.  
   أما مجرد الاستماع بلا ترديد فلا يعطيه أجر القراءة نفسها، وإن كان فيه فضل وأجر.

الخلاصة:  
في المذهب الحنفي **سماع سورة البقرة ليس كأجر قراءتها**؛ أجر القراءة أعظم، لكن السماع مع الإنصات عبادةٌ جليلة مأجورٌ صاحبها.",gpt-5.1,"**Correctness:** No

**Rating:** -1

**Explanation:** Answer A states that the reward for listening equals the reward for recitation if done with contemplation (""أجر السماع كأجر القراءة إن كان فيه تأمل وتدبر""). Answer B explicitly contradicts this, stating clearly that ""ثواب القراءة غير ثواب السماع"" (the reward for recitation is different from listening) and concludes that ""سماع سورة البقرة ليس كأجر قراءتها"" (listening to Surah Al-Baqarah is NOT like the reward of reciting it). These are opposite positions on the same question.",claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,-1.0,"{""rating"": -1}","{""completion_tokens"": 618, ""prompt_tokens"": 1033, ""total_tokens"": 1651, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 612, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00270185, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00270185, ""upstream_inference_prompt_cost"": 0.00115685, ""upstream_inference_completions_cost"": 0.001545}}",,,2026-05-07T10:00:37.964089+00:00,api
